NDVI,MNDWI,elevation,slope,aspect,clay,sand,soc,bdod,Mapped_Label
0.45660377,-0.30277795,224,2,52,237,333,97,141,Cotton (Kapas)
0.23199293,-0.5415177,319,2,180,157,353,111,155,Cotton (Kapas)
0.48017755,-0.39893425,376,1,180,304,311,83,141,Cotton (Kapas)
0.3090076,-0.3842607,581,2,270,314,188,232,139,Cotton (Kapas)
0.37381405,-0.34773824,219,1,270,259,333,98,141,Cotton (Kapas)
0.39564866,-0.34773445,333,1,0,301,323,86,139,Cotton (Kapas)
0.5564202,-0.45816734,333,2,147,293,334,78,140,Cotton (Kapas)
0.15083799,-0.29752257,307,1,0,281,320,98,139,Cotton (Kapas)
0.21861656,-0.32419196,487,2,232,324,220,169,143,Cotton (Kapas)
0.46080443,-0.31421408,218,3,111,261,317,101,141,Cotton (Kapas)
0.4700422,-0.323137,335,2,52,283,329,80,140,Cotton (Kapas)
0.5401376,-0.34163836,451,3,69,308,308,195,140,Cotton (Kapas)
0.2604228,-0.2193893,420,2,53,303,282,176,140,Cotton (Kapas)
0.21409214,-0.42801046,287,3,46,203,325,119,154,Cotton (Kapas)
0.44018453,-0.2691736,499,2,53,278,259,154,140,Cotton (Kapas)
0.45759857,-0.35579693,370,1,180,278,338,90,141,Cotton (Kapas)
0.48658046,-0.35665172,446,1,0,294,251,146,141,Cotton (Kapas)
0.42154673,-0.3714987,316,1,0,294,324,69,139,Cotton (Kapas)
0.36333334,-0.20285714,385,2,213,290,260,193,142,Cotton (Kapas)
0.20256059,-0.32085472,318,2,308,323,322,87,139,Cotton (Kapas)
0.1911315,-0.5177545,324,4,134,186,368,128,153,Cotton (Kapas)
0.50704855,-0.35794464,394,2,233,276,305,106,141,Cotton (Kapas)
0.3535611,-0.2236822,515,2,233,289,262,144,140,Cotton (Kapas)
0.51240295,-0.36461428,491,0,0,345,211,169,139,Cotton (Kapas)
0.4426814,-0.32001403,224,2,180,278,309,88,142,Cotton (Kapas)
0.36474696,-0.24352331,363,5,0,290,274,131,140,Cotton (Kapas)
0.21754307,-0.3185435,297,1,0,293,305,87,140,Cotton (Kapas)
0.3868762,-0.38787615,340,4,90,317,313,78,139,Cotton (Kapas)
0.47545788,-0.384168,410,2,180,310,270,193,139,Cotton (Kapas)
0.47230047,-0.32219067,318,1,180,300,321,79,141,Cotton (Kapas)
0.44410288,-0.30528256,449,1,180,298,320,174,140,Cotton (Kapas)
0.27394408,-0.19560094,402,1,270,270,320,118,139,Cotton (Kapas)
0.59717596,-0.34506923,394,2,53,266,310,145,142,Cotton (Kapas)
0.29957807,-0.17663817,245,2,53,255,341,97,139,Cotton (Kapas)
0.27813584,-0.26291078,262,1,270,264,372,94,140,Cotton (Kapas)
0.25838432,-0.5694051,314,2,153,187,441,150,155,Cotton (Kapas)
0.13858625,-0.30236936,338,3,157,285,323,89,137,Cotton (Kapas)
0.22963554,-0.54063606,317,1,0,192,448,150,155,Cotton (Kapas)
0.4094462,-0.29084003,412,2,327,311,258,168,139,Cotton (Kapas)
0.34118706,-0.33806652,512,2,213,324,202,167,142,Cotton (Kapas)
0.22856699,-0.311861,372,3,180,292,314,81,140,Cotton (Kapas)
0.51550883,-0.38912448,417,1,270,292,288,188,139,Cotton (Kapas)
0.28142905,-0.38089198,377,4,198,307,320,90,142,Cotton (Kapas)
0.20877026,-0.5458622,312,4,333,180,429,118,153,Cotton (Kapas)
0.14948605,-0.33659318,293,2,52,307,299,84,140,Cotton (Kapas)
0.5078714,-0.35954887,438,1,180,251,304,180,140,Cotton (Kapas)
0.6091625,-0.43966034,585,2,52,316,184,240,138,Cotton (Kapas)
0.14658427,-0.29828614,302,2,232,297,308,71,139,Cotton (Kapas)
0.48262548,-0.27671233,244,1,180,277,333,87,139,Cotton (Kapas)
0.21516375,-0.3137236,318,1,90,314,323,85,139,Cotton (Kapas)
0.627878,-0.48130563,333,3,291,283,331,94,139,Cotton (Kapas)
0.1552552,-0.31997314,304,2,308,300,308,88,141,Cotton (Kapas)
0.41952926,-0.3607704,504,4,297,261,314,156,140,Cotton (Kapas)
0.20131052,-0.5085347,309,0,0,182,426,98,153,Cotton (Kapas)
0.13598074,-0.2980195,436,0,0,290,257,139,140,Cotton (Kapas)
0.30507594,-0.33621222,549,2,327,253,295,217,141,Cotton (Kapas)
0.16779853,-0.342931,374,0,0,281,333,86,142,Cotton (Kapas)
0.18882838,-0.49334615,310,2,0,183,408,115,154,Cotton (Kapas)
0.16705595,-0.35242757,386,1,270,298,343,86,142,Cotton (Kapas)
0.36397088,-0.27516976,424,0,0,279,286,189,138,Cotton (Kapas)
0.55484045,-0.36530566,408,2,213,322,283,196,140,Cotton (Kapas)
0.45614544,-0.37554315,445,1,180,265,309,191,141,Cotton (Kapas)
0.5329431,-0.44033867,366,5,111,277,340,96,141,Cotton (Kapas)
0.44348684,-0.42633322,319,2,52,304,324,77,140,Cotton (Kapas)
0.45869565,-0.33409992,369,4,117,284,334,84,141,Cotton (Kapas)
0.5191308,-0.4104016,320,2,232,319,319,82,139,Cotton (Kapas)
0.31724486,-0.18148312,582,2,213,298,233,182,140,Cotton (Kapas)
0.5595639,-0.4010102,327,0,0,248,319,75,141,Cotton (Kapas)
0.49913895,-0.36742276,391,2,52,275,357,87,142,Cotton (Kapas)
0.1751924,-0.30266255,314,0,0,309,315,81,140,Cotton (Kapas)
0.5243976,-0.2915546,518,2,233,290,251,146,140,Cotton (Kapas)
0.22341532,-0.48213655,21,4,104,279,466,91,155,Cotton (Kapas)
0.24329501,-0.5525988,300,1,314,197,489,132,153,Cotton (Kapas)
0.16217929,-0.317331,323,4,221,282,326,77,140,Cotton (Kapas)
0.4147031,-0.18291423,223,1,180,258,326,101,139,Cotton (Kapas)
0.283267,-0.32734114,305,3,69,297,306,83,140,Cotton (Kapas)
0.38477367,-0.29034415,258,1,90,277,360,92,138,Cotton (Kapas)
0.22497144,-0.27189678,303,1,180,288,319,87,140,Cotton (Kapas)
0.5004329,-0.37707007,311,2,270,284,307,86,139,Cotton (Kapas)
0.19363686,-0.5318083,313,1,270,194,337,135,156,Cotton (Kapas)
0.42763075,-0.38212892,454,2,232,283,253,133,139,Cotton (Kapas)
0.2998942,-0.25138208,363,1,180,299,325,72,141,Cotton (Kapas)
0.18336806,-0.3010513,373,2,308,295,322,81,140,Cotton (Kapas)
0.52415574,-0.29885554,419,2,33,275,298,103,140,Cotton (Kapas)
0.56374586,-0.4225812,416,1,180,314,275,136,141,Cotton (Kapas)
0.43176734,-0.36119473,304,3,232,292,320,73,138,Cotton (Kapas)
0.29718283,-0.28443456,446,2,308,284,262,135,141,Cotton (Kapas)
0.4698779,-0.2965682,482,2,180,283,280,143,140,Cotton (Kapas)
0.3051275,-0.5,313,1,134,176,450,107,153,Cotton (Kapas)
0.6346516,-0.33387807,413,0,0,298,292,195,141,Cotton (Kapas)
0.43376625,-0.39631018,319,2,308,290,332,84,137,Cotton (Kapas)
0.3299389,-0.21249194,588,4,270,294,229,174,139,Cotton (Kapas)
0.36361226,-0.38968113,586,3,24,270,303,175,142,Cotton (Kapas)
0.502312,-0.3878739,402,5,137,263,219,211,140,Cotton (Kapas)
0.50866896,-0.35028654,456,3,69,260,329,141,138,Cotton (Kapas)
0.32988554,-0.2686625,401,3,307,304,268,169,140,Cotton (Kapas)
0.5828367,-0.41666666,330,3,128,273,330,72,140,Cotton (Kapas)
0.3825818,-0.37869823,447,2,33,293,247,143,140,Cotton (Kapas)
0.31078675,-0.5434457,20,2,0,222,563,91,157,Cotton (Kapas)
0.1569847,-0.3222567,323,2,308,293,323,74,139,Cotton (Kapas)
0.28843442,-0.3196487,385,2,0,279,353,92,143,Cotton (Kapas)
0.4579811,-0.37381107,387,1,270,298,327,92,140,Cotton (Kapas)
0.6106126,-0.3424345,392,2,270,285,331,95,140,Cotton (Kapas)
0.64655507,-0.47166404,369,1,270,279,343,93,140,Cotton (Kapas)
0.38764668,-0.31712502,429,1,270,260,318,178,139,Cotton (Kapas)
0.6353004,-0.42719883,515,4,0,288,341,184,141,Cotton (Kapas)
0.5252622,-0.42438424,434,3,156,307,309,191,139,Cotton (Kapas)
0.33242708,-0.24255486,214,1,270,287,308,88,140,Cotton (Kapas)
0.19463088,-0.5501672,313,1,270,195,411,117,155,Cotton (Kapas)
0.28183788,-0.19329965,225,1,270,324,286,95,142,Cotton (Kapas)
0.2002908,-0.3067101,401,2,308,243,313,93,140,Cotton (Kapas)
0.40251976,-0.35492688,309,2,52,281,307,80,140,Cotton (Kapas)
0.3432514,-0.35072157,302,0,0,298,306,88,141,Cotton (Kapas)
0.36452353,-0.20712695,753,2,308,313,249,183,139,Cotton (Kapas)
0.16617309,-0.4615613,294,0,0,144,408,106,155,Cotton (Kapas)
0.35371417,-0.16571283,469,2,307,263,289,150,139,Cotton (Kapas)
0.2091603,-0.5863233,296,3,180,178,495,112,154,Cotton (Kapas)
0.16273187,-0.514254,301,5,126,215,491,119,154,Cotton (Kapas)
0.37813398,-0.5472319,326,1,134,187,359,119,155,Cotton (Kapas)
0.460236,-0.23929581,552,2,0,293,239,166,140,Cotton (Kapas)
0.25120193,-0.48199153,317,2,64,184,441,113,153,Cotton (Kapas)
0.49308267,-0.36755687,375,2,90,283,332,80,141,Cotton (Kapas)
0.46706823,-0.30219224,399,1,180,257,294,143,143,Cotton (Kapas)
0.1952294,-0.30765116,390,1,90,278,338,98,142,Cotton (Kapas)
0.45614544,-0.37554315,445,1,180,265,309,191,141,Cotton (Kapas)
0.378882,-0.38497043,300,2,52,296,309,86,140,Cotton (Kapas)
0.42658594,-0.33437777,390,2,90,275,325,91,141,Cotton (Kapas)
0.51715535,-0.4146558,322,1,180,272,320,72,140,Cotton (Kapas)
0.2332595,-0.33609468,470,2,52,333,223,132,140,Cotton (Kapas)
0.44783193,-0.24710424,423,2,213,279,288,181,139,Cotton (Kapas)
0.47054714,-0.38686585,314,3,52,275,310,83,139,Cotton (Kapas)
0.38843971,-0.28651607,398,2,308,278,332,100,141,Cotton (Kapas)
0.5725879,-0.40442654,262,1,90,246,363,90,139,Cotton (Kapas)
0.21411192,-0.5008115,300,3,226,170,375,151,156,Cotton (Kapas)
0.31030446,-0.39429855,329,2,90,297,311,79,140,Cotton (Kapas)
0.44760174,-0.4045545,313,1,270,301,320,78,141,Cotton (Kapas)
0.5612448,-0.3355049,412,0,0,295,297,192,142,Cotton (Kapas)
0.5144107,-0.2621257,538,2,233,311,239,165,140,Cotton (Kapas)
0.42270932,-0.36214414,385,2,90,284,303,93,140,Cotton (Kapas)
0.3175745,-0.5991649,305,6,190,192,496,111,155,Cotton (Kapas)
0.12320534,-0.32902274,300,3,308,283,310,72,139,Cotton (Kapas)
0.46476236,-0.39548555,362,3,69,290,322,82,141,Cotton (Kapas)
0.49356505,-0.2991615,538,3,111,309,250,159,141,Cotton (Kapas)
0.15374231,-0.4534676,24,2,207,227,566,101,156,Cotton (Kapas)
0.4064443,-0.27127394,413,0,0,289,277,210,139,Cotton (Kapas)
0.37342194,-0.349868,321,1,180,272,321,74,140,Cotton (Kapas)
0.5698551,-0.36790863,463,1,0,282,313,112,139,Cotton (Kapas)
0.46013987,-0.42825362,319,2,180,284,330,71,139,Cotton (Kapas)
0.22069523,-0.48940223,337,1,226,169,481,132,156,Cotton (Kapas)
0.44221964,-0.32862678,218,3,69,259,317,100,140,Cotton (Kapas)
0.42845178,-0.2545362,395,2,0,304,280,118,138,Cotton (Kapas)
0.40218425,-0.28464082,226,5,224,301,300,81,141,Cotton (Kapas)
0.48885977,-0.35813218,366,3,0,291,343,97,142,Cotton (Kapas)
0.5117194,-0.38517764,402,2,127,274,313,165,140,Cotton (Kapas)
0.38388267,-0.38613632,306,3,232,281,320,74,139,Cotton (Kapas)
0.31456888,-0.28998533,381,1,0,301,339,83,143,Cotton (Kapas)
0.7017672,-0.44934464,221,3,232,271,315,98,140,Cotton (Kapas)
0.54572433,-0.42560858,433,2,53,273,288,171,141,Cotton (Kapas)
0.4040432,-0.31325957,398,3,0,270,310,99,139,Cotton (Kapas)
0.2043485,-0.35501337,309,1,90,306,313,68,139,Cotton (Kapas)
0.3557047,-0.08815789,404,4,76,270,277,131,140,Cotton (Kapas)
0.3693538,-0.352518,456,2,213,317,244,127,140,Cotton (Kapas)
0.4654356,-0.3053931,318,2,232,288,314,83,138,Cotton (Kapas)
0.35855195,-0.34341022,320,2,33,318,316,79,139,Cotton (Kapas)
0.3506179,-0.35560367,309,3,52,308,311,72,139,Cotton (Kapas)
0.20451738,-0.4764889,290,1,90,196,363,114,155,Cotton (Kapas)
0.38380927,-0.30843043,391,1,270,302,264,196,140,Cotton (Kapas)
0.53355074,-0.3701662,373,1,90,295,341,83,142,Cotton (Kapas)
0.35807633,-0.263209,394,1,270,252,326,136,141,Cotton (Kapas)
0.1887561,-0.28374335,366,2,180,293,320,79,140,Cotton (Kapas)
0.4007477,-0.37124744,465,0,0,340,218,177,138,Cotton (Kapas)
0.2919708,-0.5651256,334,5,143,191,408,138,154,Cotton (Kapas)
0.16889693,-0.45978755,321,1,134,194,501,142,156,Cotton (Kapas)
0.48608294,-0.2631766,505,0,0,285,260,152,140,Cotton (Kapas)
0.08083238,-0.29643056,423,2,232,266,277,116,138,Cotton (Kapas)
0.18614438,-0.42652553,338,5,143,179,355,106,155,Cotton (Kapas)
0.407426,-0.30174562,385,2,53,284,306,98,140,Cotton (Kapas)
0.49834436,-0.33333334,415,2,0,267,294,138,140,Cotton (Kapas)
0.21340744,-0.36442718,373,0,0,268,374,90,141,Cotton (Kapas)
0.37633967,-0.3167019,467,2,232,344,221,193,138,Cotton (Kapas)
0.55776936,-0.38598076,434,2,327,282,290,208,141,Cotton (Kapas)
0.42471418,-0.3502476,317,1,180,280,333,89,140,Cotton (Kapas)
0.29911184,-0.26666668,392,1,270,277,310,97,141,Cotton (Kapas)
0.4490615,-0.41646352,311,1,0,308,317,80,140,Cotton (Kapas)
0.48814145,-0.33930272,399,1,0,277,335,87,140,Cotton (Kapas)
0.43851882,-0.35744324,316,3,52,291,327,80,140,Cotton (Kapas)
0.48727617,-0.38107583,334,2,0,297,332,85,140,Cotton (Kapas)
0.24895239,-0.35475457,312,1,90,300,321,83,138,Cotton (Kapas)
0.3895,-0.34588763,430,3,180,268,286,201,142,Cotton (Kapas)
0.35292283,-0.17072012,392,2,233,290,284,135,140,Cotton (Kapas)
0.20435195,-0.5698198,316,1,270,166,367,131,154,Cotton (Kapas)
0.1538627,-0.5345123,316,3,252,165,343,131,154,Cotton (Kapas)
0.51530355,-0.36142954,263,0,0,265,361,92,137,Cotton (Kapas)
0.21072565,-0.12596402,393,2,127,278,298,98,138,Cotton (Kapas)
0.1323687,-0.13819171,410,3,127,272,321,103,140,Cotton (Kapas)
0.36885458,-0.20380817,374,3,24,239,323,164,142,Cotton (Kapas)
0.69650435,-0.507031,543,1,0,338,178,219,139,Cotton (Kapas)
0.532973,-0.42793363,452,3,23,285,251,135,139,Cotton (Kapas)
0.3773961,-0.2502345,442,2,327,268,319,169,141,Cotton (Kapas)
0.18596788,-0.51800865,310,0,0,181,432,117,154,Cotton (Kapas)
0.20995773,-0.257379,686,2,0,282,228,176,140,Cotton (Kapas)
0.36198264,-0.3327083,342,4,162,294,322,92,139,Cotton (Kapas)
0.44048563,-0.25570777,444,2,307,276,300,206,140,Cotton (Kapas)
0.23413076,-0.32688013,379,5,166,311,337,83,141,Cotton (Kapas)
0.49707603,-0.3722321,319,2,90,286,326,79,139,Cotton (Kapas)
0.4876422,-0.28710046,393,0,0,258,344,122,140,Cotton (Kapas)
0.2976035,-0.5494289,341,1,134,182,416,126,153,Cotton (Kapas)
0.40057874,-0.3558533,317,3,111,303,327,86,138,Cotton (Kapas)
0.39495295,-0.26280108,429,1,270,257,304,147,141,Cotton (Kapas)
0.44296297,-0.3038361,324,2,213,320,307,78,139,Cotton (Kapas)
0.5130802,-0.34421504,367,2,232,283,329,93,141,Cotton (Kapas)
0.16025066,-0.3602767,345,2,52,292,332,82,142,Cotton (Kapas)
0.22460866,-0.48415375,304,1,180,203,429,181,157,Cotton (Kapas)
0.4801554,-0.2915281,423,2,127,272,314,221,141,Cotton (Kapas)
0.23243962,-0.56335425,320,4,333,171,360,106,153,Cotton (Kapas)
0.40558392,-0.32930815,394,2,53,279,314,101,141,Cotton (Kapas)
0.33261216,-0.35564703,468,1,0,330,220,166,137,Cotton (Kapas)
0.29977754,-0.24815339,373,2,127,243,322,164,141,Cotton (Kapas)
0.19856244,-0.5551265,309,2,244,180,429,118,153,Cotton (Kapas)
0.48553136,-0.3509434,418,1,270,283,281,153,140,Cotton (Kapas)
0.50271,-0.3960626,371,2,270,292,320,77,142,Cotton (Kapas)
0.47193614,-0.3824082,399,1,270,321,267,213,141,Cotton (Kapas)
0.42984653,-0.3439499,380,2,0,258,376,78,142,Cotton (Kapas)
0.46936473,-0.3597769,424,1,90,260,314,173,139,Cotton (Kapas)
0.4459588,-0.43133625,406,3,156,257,307,212,142,Cotton (Kapas)
0.26579836,-0.58654946,301,1,270,169,376,151,156,Cotton (Kapas)
0.18532819,-0.4762343,288,4,14,198,335,107,155,Cotton (Kapas)
0.3761176,-0.35782388,399,3,52,285,217,194,139,Cotton (Kapas)
0.4540516,-0.39862543,332,1,90,290,338,83,140,Cotton (Kapas)
0.40845641,-0.32919303,348,3,249,304,313,78,141,Cotton (Kapas)
0.47625583,-0.43209553,375,1,270,281,351,87,141,Cotton (Kapas)
0.47475603,-0.35480085,367,3,52,277,337,78,141,Cotton (Kapas)
0.2919772,-0.30839655,315,1,90,308,313,82,140,Cotton (Kapas)
0.35991445,-0.3293944,444,1,270,295,275,138,140,Cotton (Kapas)
0.46489063,-0.3838246,433,1,180,270,287,188,140,Cotton (Kapas)
0.4519406,-0.36016247,392,2,0,268,286,144,142,Cotton (Kapas)
0.55516106,-0.3834505,452,1,0,297,307,159,138,Cotton (Kapas)
0.40539756,-0.33337876,376,2,128,316,319,90,142,Cotton (Kapas)
0.37375477,-0.3627688,343,1,180,300,317,79,140,Cotton (Kapas)
0.5505042,-0.35743254,391,2,127,264,287,185,141,Cotton (Kapas)
0.5036161,-0.32402453,457,2,0,259,269,114,140,Cotton (Kapas)
0.48203593,-0.36278105,221,2,180,265,325,102,139,Cotton (Kapas)
0.4041893,-0.28498158,218,3,337,258,312,107,141,Cotton (Kapas)
0.57215047,-0.31450093,256,4,18,260,362,100,138,Cotton (Kapas)
0.40108022,-0.31911984,434,3,111,284,261,145,139,Cotton (Kapas)
0.2,-0.42939574,326,1,226,185,367,119,155,Cotton (Kapas)
0.44066587,-0.41088292,300,2,232,298,309,87,141,Cotton (Kapas)
0.2657718,-0.41465187,332,2,33,296,336,84,140,Cotton (Kapas)
0.19563636,-0.52233905,312,1,314,198,347,118,155,Cotton (Kapas)
0.46872866,-0.40154344,462,2,90,268,294,150,140,Cotton (Kapas)
0.4954207,-0.31194788,376,2,213,287,307,122,141,Cotton (Kapas)
0.14897414,-0.54006207,325,2,207,199,419,121,154,Cotton (Kapas)
0.35297585,-0.18397085,383,1,90,280,283,192,141,Cotton (Kapas)
0.5605026,-0.34563646,436,1,0,282,301,211,141,Cotton (Kapas)
0.5262929,-0.4046561,452,2,33,295,311,163,138,Cotton (Kapas)
0.47704706,-0.3772787,446,1,180,294,275,130,140,Cotton (Kapas)
0.53846157,-0.47448775,602,2,53,274,360,184,139,Cotton (Kapas)
0.20199531,-0.45626798,289,3,341,190,407,125,154,Cotton (Kapas)
0.4746388,-0.30160883,475,2,233,262,280,139,139,Cotton (Kapas)
0.12364252,-0.21254802,406,0,0,322,264,179,141,Cotton (Kapas)
0.4808726,-0.35850468,451,1,0,302,304,198,140,Cotton (Kapas)
0.15532798,-0.069581635,222,2,52,261,332,100,140,Cotton (Kapas)
0.36073458,-0.34505516,314,1,0,300,313,72,140,Cotton (Kapas)
0.23476005,-0.37202314,331,2,270,307,334,93,140,Cotton (Kapas)
0.45335412,-0.41211444,404,2,0,298,290,191,140,Cotton (Kapas)
0.51737267,-0.3676023,307,1,90,298,302,73,140,Cotton (Kapas)
0.579877,-0.33938214,442,4,76,274,317,184,140,Cotton (Kapas)
0.6076906,-0.4637295,305,1,90,305,304,74,139,Cotton (Kapas)
0.5519591,-0.2961328,400,5,153,297,226,173,138,Cotton (Kapas)
0.40229884,-0.31204462,377,2,0,300,340,85,142,Cotton (Kapas)
0.05216484,-0.18676738,470,1,90,272,323,175,139,Cotton (Kapas)
0.27077946,-0.4149541,653,6,287,287,236,186,139,Cotton (Kapas)
0.19399446,-0.5390335,297,1,314,172,394,130,156,Cotton (Kapas)
0.17468198,-0.37573832,306,2,0,295,325,86,137,Cotton (Kapas)
0.20875803,-0.33821964,324,2,270,278,333,78,138,Cotton (Kapas)
0.5292818,-0.40258193,400,0,0,260,305,207,143,Cotton (Kapas)
0.5799236,-0.35640648,257,2,327,270,365,102,139,Cotton (Kapas)
0.20876165,-0.34062415,330,2,308,289,312,80,139,Cotton (Kapas)
0.17194301,-0.36586922,372,1,270,290,311,75,142,Cotton (Kapas)
0.42525634,-0.2839018,430,2,307,279,290,194,142,Cotton (Kapas)
0.38674325,-0.42641026,343,2,270,294,318,81,141,Cotton (Kapas)
0.18850267,-0.34292972,370,3,249,282,364,79,142,Cotton (Kapas)
0.52872854,-0.30185547,502,2,53,271,260,154,140,Cotton (Kapas)
0.19698289,-0.168543,463,2,33,276,327,207,140,Cotton (Kapas)
0.83262193,-0.5231314,425,0,0,290,292,168,140,Cotton (Kapas)
0.24145025,-0.2159488,227,4,319,221,371,95,140,Cotton (Kapas)
0.5304558,-0.43162456,582,2,147,320,184,217,139,Cotton (Kapas)
0.3304328,-0.36006707,314,1,90,296,321,78,141,Cotton (Kapas)
0.43797034,-0.34640884,310,3,111,296,325,80,141,Cotton (Kapas)
0.3092649,-0.22769953,338,0,0,265,363,94,143,Cotton (Kapas)
0.41456532,-0.4062778,346,1,90,322,314,84,141,Cotton (Kapas)
0.53789914,-0.30329618,225,1,0,279,299,89,142,Cotton (Kapas)
0.40817332,-0.3668103,331,2,0,283,319,79,140,Cotton (Kapas)
0.36649084,-0.31034482,227,1,0,297,311,95,143,Cotton (Kapas)
0.4631283,-0.3700045,418,2,180,267,280,189,137,Cotton (Kapas)
0.13277742,-0.30639848,312,3,308,284,322,82,141,Cotton (Kapas)
0.33734795,-0.38596228,313,2,33,302,322,85,140,Cotton (Kapas)
0.70680404,-0.38311914,683,1,270,290,227,179,141,Cotton (Kapas)
0.40612343,-0.35023984,367,3,291,298,316,81,140,Cotton (Kapas)
0.31209362,-0.56346256,443,5,0,263,592,159,134,Maize (Makka)
0.14983277,-0.5143339,23,1,270,233,549,99,156,Maize (Makka)
0.21691534,-0.5478608,331,1,226,224,480,124,150,Maize (Makka)
0.20513664,-0.53103846,42,2,270,111,807,61,171,Maize (Makka)
0.6100272,-0.52705467,1198,1,45,424,326,362,122,Maize (Makka)
0.22063492,-0.5350202,332,1,314,187,360,138,154,Maize (Makka)
0.2997735,-0.5671698,351,2,270,232,446,136,151,Maize (Makka)
0.3494148,-0.6177706,1309,1,0,337,469,352,123,Maize (Makka)
0.74836904,-0.44643134,251,4,199,154,394,619,128,Maize (Makka)
0.25062704,-0.523344,305,1,226,204,399,117,153,Maize (Makka)
0.29912663,-0.5370623,388,4,77,289,516,173,133,Maize (Makka)
0.7744137,-0.39968404,73,2,59,112,730,419,133,Maize (Makka)
0.2223288,-0.5448264,328,5,281,243,430,163,152,Maize (Makka)
0.13130395,-0.41014084,290,3,146,223,353,111,155,Maize (Makka)
0.39401162,-0.5770376,1667,6,107,411,388,302,111,Maize (Makka)
0.367531,-0.274615,466,3,336,298,320,110,140,Maize (Makka)
0.28286853,-0.5900064,410,3,132,241,605,139,137,Maize (Makka)
0.14521112,-0.41474074,298,2,296,196,493,69,156,Maize (Makka)
0.69936556,-0.5677483,1350,5,233,409,354,420,117,Maize (Makka)
0.66473824,-0.529452,1262,3,56,359,377,380,122,Maize (Makka)
0.39449254,-0.6417831,1595,1,227,445,272,288,112,Maize (Makka)
0.23816338,-0.5574082,1755,11,310,396,394,320,112,Maize (Makka)
0.25134167,-0.5377339,302,1,134,225,491,128,153,Maize (Makka)
0.21277992,-0.54081815,1166,1,90,192,638,105,157,Maize (Makka)
0.72090626,-0.56646824,264,1,90,247,292,832,130,Maize (Makka)
0.5648517,-0.56478345,847,3,180,343,480,297,124,Maize (Makka)
0.24465217,-0.4691091,307,2,0,198,437,177,157,Maize (Makka)
0.14047578,-0.43690103,301,1,0,197,359,125,155,Maize (Makka)
0.17795423,-0.58389765,316,2,333,149,342,119,153,Maize (Makka)
0.31675676,-0.53249747,777,6,350,296,499,335,121,Maize (Makka)
0.20589842,-0.48327687,383,3,90,238,454,125,153,Maize (Makka)
0.23924941,-0.5491113,358,1,134,211,392,105,152,Maize (Makka)
0.32214403,-0.596666,446,4,48,266,557,169,134,Maize (Makka)
0.5254237,-0.54516697,1305,3,304,324,404,359,123,Maize (Makka)
0.20645428,-0.5372732,304,3,341,207,392,136,153,Maize (Makka)
0.76662296,-0.3069819,71,2,239,78,780,406,129,Maize (Makka)
0.30366197,-0.5504241,511,4,48,274,582,190,130,Maize (Makka)
0.51443356,-0.43715847,722,2,180,255,169,258,134,Maize (Makka)
0.134279,-0.49287203,304,4,27,184,487,71,158,Maize (Makka)
0.58832663,-0.58269876,60,2,270,104,736,383,137,Maize (Makka)
0.22542204,-0.5480552,337,0,0,202,352,126,154,Maize (Makka)
0.35081586,-0.4554151,336,1,270,270,378,550,116,Maize (Makka)
0.50503147,-0.4875582,4,2,301,297,424,591,131,Maize (Makka)
0.23290738,-0.52125156,353,1,226,215,443,145,151,Maize (Makka)
0.49390844,-0.6069345,1920,7,112,346,404,459,113,Maize (Makka)
0.40745515,-0.5706183,306,1,314,195,370,129,156,Maize (Makka)
0.41881368,-0.59221864,513,1,180,305,534,198,128,Maize (Makka)
0.15112856,-0.56395346,316,4,180,170,361,109,154,Maize (Makka)
0.18112755,-0.49634215,1694,6,170,402,377,464,112,Maize (Makka)
0.16734119,-0.489842,311,4,270,188,343,143,154,Maize (Makka)
0.2760958,-0.5784412,316,1,134,192,429,140,155,Maize (Makka)
0.30390456,-0.45191944,1822,3,180,339,405,328,117,Maize (Makka)
0.24215472,-0.5318149,1689,3,287,375,382,338,117,Maize (Makka)
0.29948285,-0.43100995,675,2,65,317,499,316,123,Maize (Makka)
0.37996715,-0.4980472,1274,8,165,331,455,279,123,Maize (Makka)
0.5427022,-0.5789938,1239,8,84,367,348,432,122,Maize (Makka)
0.28723675,-0.43259782,350,1,0,232,463,120,152,Maize (Makka)
0.21415803,-0.5257493,292,0,0,193,333,113,154,Maize (Makka)
0.1724138,-0.48161232,294,2,333,181,432,110,155,Maize (Makka)
0.41726866,-0.55182797,1251,2,180,357,422,282,122,Maize (Makka)
0.22841,-0.5504265,282,4,116,199,329,114,154,Maize (Makka)
0.27172738,-0.519337,349,3,214,236,436,138,152,Maize (Makka)
0.4147719,-0.5090795,79,2,301,100,737,486,135,Maize (Makka)
0.23391034,-0.5470892,1155,4,103,198,662,113,147,Maize (Makka)
0.34623432,-0.5290207,514,6,306,249,596,181,135,Maize (Makka)
0.23761836,-0.514276,338,0,0,216,450,139,151,Maize (Makka)
0.2543021,-0.5605393,1676,7,122,407,366,410,116,Maize (Makka)
0.1547647,-0.6259056,634,5,313,324,499,294,124,Maize (Makka)
0.20926517,-0.4904805,290,1,134,362,352,168,149,Maize (Makka)
0.3393551,-0.5200318,360,2,116,213,459,122,151,Maize (Makka)
0.43450153,-0.5117967,226,3,304,171,343,474,116,Maize (Makka)
0.43094495,-0.6241234,391,0,0,292,516,158,128,Maize (Makka)
