NDVI,MNDWI,elevation,slope,aspect,clay,sand,soc,bdod,Mapped_Label
0.25845963,-0.35852107,307,2,213,303,313,72,138,Wheat (Gehu)
0.5266408,-0.3913864,506,1,270,328,209,185,142,Wheat (Gehu)
0.34419867,-0.29876673,304,1,90,304,304,98,140,Wheat (Gehu)
0.4201389,-0.3586262,323,2,180,304,322,90,139,Wheat (Gehu)
0.4497974,-0.39901447,304,1,270,297,311,73,139,Wheat (Gehu)
0.4417853,-0.37081286,427,3,249,297,260,146,141,Wheat (Gehu)
0.48679578,-0.3826545,310,1,0,268,308,82,140,Wheat (Gehu)
0.5592382,-0.2819297,400,2,53,264,307,106,139,Wheat (Gehu)
0.3818763,-0.3933295,313,1,0,275,305,78,140,Wheat (Gehu)
0.26546177,-0.28458038,306,1,0,284,319,82,140,Wheat (Gehu)
0.48279592,-0.47221154,316,3,52,287,337,78,137,Wheat (Gehu)
0.5335644,-0.385867,391,3,128,263,355,97,142,Wheat (Gehu)
0.5957466,-0.48913822,346,5,44,302,316,79,140,Wheat (Gehu)
0.13521202,-0.28551596,311,1,180,309,311,75,138,Wheat (Gehu)
0.073346,-0.29743448,323,3,0,291,322,76,140,Wheat (Gehu)
0.35514778,-0.33363554,383,4,285,276,352,87,142,Wheat (Gehu)
0.26675978,-0.3375039,315,2,308,309,315,84,138,Wheat (Gehu)
0.32323998,-0.38621992,301,2,90,302,309,91,141,Wheat (Gehu)
0.42595977,-0.40545097,292,1,270,316,302,77,141,Wheat (Gehu)
0.32554862,-0.33019114,320,1,0,284,338,79,137,Wheat (Gehu)
0.67905056,-0.36494598,92,2,239,79,766,509,135,Wheat (Gehu)
0.37785748,-0.38365495,307,1,90,291,312,99,138,Wheat (Gehu)
0.28062302,-0.30666357,373,2,308,285,337,90,142,Wheat (Gehu)
0.64997834,-0.50985634,55,0,0,100,727,453,131,Wheat (Gehu)
0.16659246,-0.30533382,351,1,270,300,330,83,138,Wheat (Gehu)
0.3524335,-0.33021262,463,2,270,353,237,164,139,Wheat (Gehu)
0.17975317,-0.3851492,452,1,90,306,372,262,143,Wheat (Gehu)
0.41232434,-0.431694,82,4,180,78,774,430,136,Wheat (Gehu)
0.16405433,-0.32484075,301,1,270,301,308,88,141,Wheat (Gehu)
0.39681548,-0.521746,5,2,180,274,434,574,136,Wheat (Gehu)
0.22683954,-0.31184658,306,3,249,270,300,81,139,Wheat (Gehu)
0.15948522,-0.38226926,345,3,128,298,317,80,141,Wheat (Gehu)
0.3914113,-0.40562928,370,2,308,299,332,99,141,Wheat (Gehu)
0.20013253,-0.3022177,293,2,128,298,307,78,140,Wheat (Gehu)
0.5764778,-0.494712,460,2,270,286,260,161,140,Wheat (Gehu)
0.44812742,-0.5095844,8,2,321,184,525,579,131,Wheat (Gehu)
0.15033545,-0.34681994,352,2,232,307,310,85,140,Wheat (Gehu)
0.49013326,-0.30776718,467,2,308,333,219,200,138,Wheat (Gehu)
0.6429831,-0.3708166,42,0,0,171,588,473,131,Wheat (Gehu)
0.3967922,-0.33674753,387,3,308,267,352,87,142,Wheat (Gehu)
0.5013786,-0.37346512,477,2,147,338,214,150,139,Wheat (Gehu)
0.5498611,-0.37188148,417,0,0,263,323,109,141,Wheat (Gehu)
0.24312143,-0.39469665,313,2,270,298,314,84,140,Wheat (Gehu)
0.36949304,-0.31439343,303,1,180,307,311,97,140,Wheat (Gehu)
0.17279822,-0.3417863,444,3,23,277,257,158,140,Wheat (Gehu)
0.466737,-0.3809918,342,1,0,307,319,80,139,Wheat (Gehu)
0.43042815,-0.358401,294,3,308,285,318,85,141,Wheat (Gehu)
0.33813986,-0.31167772,303,2,180,297,310,78,140,Wheat (Gehu)
0.4776693,-0.38057718,514,2,180,343,202,174,142,Wheat (Gehu)
0.48409566,-0.37685272,318,3,203,323,320,79,139,Wheat (Gehu)
0.40690833,-0.35639834,379,4,41,307,327,87,142,Wheat (Gehu)
0.42600495,-0.34806994,347,1,0,303,321,98,138,Wheat (Gehu)
0.49756438,-0.43510982,323,2,213,286,334,77,137,Wheat (Gehu)
0.32598263,-0.4592161,62,2,0,118,687,555,135,Wheat (Gehu)
0.20542817,-0.18680693,218,1,90,243,329,95,141,Wheat (Gehu)
0.47344005,-0.41357195,311,2,308,295,325,83,141,Wheat (Gehu)
0.44351503,-0.36372367,341,1,270,305,319,77,140,Wheat (Gehu)
0.6197954,-0.39801908,80,2,219,94,756,497,137,Wheat (Gehu)
0.3261351,-0.30393514,338,2,327,301,330,97,139,Wheat (Gehu)
0.12392313,-0.3129809,290,1,270,278,307,80,140,Wheat (Gehu)
0.5529303,-0.42848122,333,0,0,283,334,87,140,Wheat (Gehu)
0.2798922,-0.46435255,142,1,180,331,297,213,147,Wheat (Gehu)
0.33593166,-0.370126,566,2,308,315,189,230,137,Wheat (Gehu)
0.20948026,-0.42088526,318,2,232,320,319,82,139,Wheat (Gehu)
0.16772547,-0.3264755,383,2,180,307,329,82,142,Wheat (Gehu)
0.20583293,-0.3534179,454,2,270,299,248,147,140,Wheat (Gehu)
0.16719243,-0.26132405,280,3,111,279,331,91,139,Wheat (Gehu)
0.27875108,-0.37083206,455,2,180,316,242,137,139,Wheat (Gehu)
0.6670479,-0.43952248,304,1,180,295,317,92,140,Wheat (Gehu)
0.44302204,-0.32672563,373,2,232,276,361,87,141,Wheat (Gehu)
0.52613807,-0.4526316,74,3,331,102,741,430,137,Wheat (Gehu)
0.1303781,-0.22876051,281,2,0,276,347,107,138,Wheat (Gehu)
0.36208853,-0.332996,369,4,255,285,332,95,141,Wheat (Gehu)
0.19899411,-0.28356928,309,2,128,298,334,80,137,Wheat (Gehu)
0.48365182,-0.37058648,389,2,327,293,322,108,140,Wheat (Gehu)
0.49438944,-0.38245326,307,2,180,274,333,87,138,Wheat (Gehu)
0.41141552,-0.39021534,308,0,0,289,299,69,140,Wheat (Gehu)
0.5785591,-0.5113485,688,3,232,267,177,262,135,Wheat (Gehu)
0.19110847,-0.33257365,307,1,0,285,319,82,140,Wheat (Gehu)
0.100225225,-0.2685293,305,2,327,286,319,85,140,Wheat (Gehu)
0.43962848,-0.362273,401,0,0,270,298,78,141,Wheat (Gehu)
0.22782116,-0.2966175,332,2,308,286,319,73,140,Wheat (Gehu)
0.41905642,-0.34023055,330,2,308,269,337,79,139,Wheat (Gehu)
0.6141493,-0.45499256,372,1,180,294,313,80,142,Wheat (Gehu)
0.6491195,-0.48299074,401,2,52,272,289,96,141,Wheat (Gehu)
0.38062128,-0.35753062,321,1,90,328,311,80,139,Wheat (Gehu)
0.4203385,-0.36119762,449,2,308,314,247,158,139,Wheat (Gehu)
0.44578907,-0.38549256,65,1,180,123,694,451,137,Wheat (Gehu)
0.28107968,-0.20193988,390,3,291,291,292,116,139,Wheat (Gehu)
0.45470056,-0.34912992,451,3,128,333,240,143,139,Wheat (Gehu)
0.3296052,-0.3599647,71,1,231,353,375,195,151,Wheat (Gehu)
0.5088799,-0.46677044,31,3,90,136,595,624,119,Wheat (Gehu)
0.4222519,-0.33253884,372,3,111,287,325,80,143,Wheat (Gehu)
0.24724409,-0.29402012,315,3,180,300,320,79,141,Wheat (Gehu)
0.14982684,-0.42260426,299,3,157,323,306,288,143,Wheat (Gehu)
0.3916501,-0.37229115,314,2,147,288,337,80,140,Wheat (Gehu)
0.50399345,-0.40244946,314,1,180,313,313,84,139,Wheat (Gehu)
0.4570668,-0.3672586,313,2,180,293,323,87,139,Wheat (Gehu)
0.30680886,-0.34944668,315,2,180,283,324,91,140,Wheat (Gehu)
0.5426195,-0.51536024,88,2,90,100,687,504,131,Wheat (Gehu)
0.09147287,-0.33530214,46,1,0,363,287,153,149,Wheat (Gehu)
0.32051015,-0.29823568,425,2,52,285,270,118,139,Wheat (Gehu)
0.38985652,-0.3498918,317,1,270,309,325,84,138,Wheat (Gehu)
0.33929074,-0.3487866,374,1,0,298,313,81,141,Wheat (Gehu)
0.16987322,-0.32915616,480,3,337,321,220,146,140,Wheat (Gehu)
0.45648775,-0.4141808,66,2,39,96,750,450,135,Wheat (Gehu)
0.5747903,-0.32838,440,2,147,300,257,148,140,Wheat (Gehu)
0.4392425,-0.41768068,74,2,239,102,740,545,136,Wheat (Gehu)
0.43413875,-0.36044964,430,2,213,284,256,155,140,Wheat (Gehu)
0.599051,-0.45799798,404,2,232,274,292,93,141,Wheat (Gehu)
0.6360462,-0.46547017,68,1,180,109,689,448,136,Wheat (Gehu)
0.24499837,-0.25245902,332,5,0,257,346,80,141,Wheat (Gehu)
0.43779713,-0.35116825,308,2,180,297,308,71,139,Wheat (Gehu)
0.05952195,-0.055383176,592,1,180,284,229,175,138,Wheat (Gehu)
0.3830887,-0.3038679,345,3,203,309,322,82,140,Wheat (Gehu)
0.17563851,-0.2784264,315,2,147,276,309,80,140,Wheat (Gehu)
0.4922906,-0.39148226,363,4,270,309,322,86,141,Wheat (Gehu)
0.54362416,-0.42837417,66,2,90,111,767,550,136,Wheat (Gehu)
0.19901966,-0.35524938,436,2,308,281,260,145,139,Wheat (Gehu)
0.17370357,-0.35736534,456,5,79,281,246,130,140,Wheat (Gehu)
0.13138102,-0.34768414,305,1,180,307,294,72,138,Wheat (Gehu)
0.26046842,-0.3101315,444,3,111,288,257,133,139,Wheat (Gehu)
0.4730077,-0.41172868,78,0,0,67,798,471,136,Wheat (Gehu)
0.14245096,-0.3240228,317,1,90,269,311,80,139,Wheat (Gehu)
0.1724138,-0.31626564,310,0,0,307,323,78,140,Wheat (Gehu)
0.3164408,-0.47661123,296,1,231,364,261,326,142,Wheat (Gehu)
0.40341052,-0.40101522,323,1,180,316,312,81,139,Wheat (Gehu)
0.3870135,-0.37378278,312,2,0,308,311,79,141,Wheat (Gehu)
0.26302865,-0.32772142,306,2,308,304,318,72,139,Wheat (Gehu)
0.40575978,-0.3318695,319,0,0,324,320,79,139,Wheat (Gehu)
0.18709677,-0.35896298,316,0,0,298,322,84,140,Wheat (Gehu)
0.45406497,-0.39648378,381,3,128,269,367,75,141,Wheat (Gehu)
0.55631256,-0.46681416,365,2,90,277,340,86,142,Wheat (Gehu)
0.4675561,-0.42895767,87,5,270,90,777,593,135,Wheat (Gehu)
0.19608852,-0.44548404,6,1,90,465,125,386,141,Wheat (Gehu)
0.25406107,-0.44715333,136,2,32,300,340,256,147,Wheat (Gehu)
0.48886532,-0.3873039,323,3,128,277,331,75,140,Wheat (Gehu)
0.3369863,-0.3244745,321,2,232,317,317,84,138,Wheat (Gehu)
0.27565518,-0.35359505,444,0,0,273,270,138,140,Wheat (Gehu)
0.25432998,-0.32094637,322,3,52,315,308,86,139,Wheat (Gehu)
0.24886367,-0.33897147,444,2,147,290,268,157,142,Wheat (Gehu)
0.18038827,-0.37062016,320,1,90,319,318,82,139,Wheat (Gehu)
0.8119829,-0.56498367,69,2,239,112,751,515,134,Wheat (Gehu)
0.40716776,-0.31232548,436,4,285,296,258,149,140,Wheat (Gehu)
0.42981535,-0.38058951,343,0,0,294,332,97,139,Wheat (Gehu)
0.17542237,-0.29549953,309,1,180,308,311,79,139,Wheat (Gehu)
0.17332917,-0.34929886,374,3,52,298,331,85,142,Wheat (Gehu)
0.53993887,-0.34790754,260,2,53,272,369,90,139,Wheat (Gehu)
0.4034277,-0.39826876,378,2,33,296,338,87,141,Wheat (Gehu)
0.34651944,-0.25044984,390,1,180,265,317,102,140,Wheat (Gehu)
0.114043355,-0.2935561,335,2,0,311,316,79,138,Wheat (Gehu)
0.47202796,-0.36452484,385,2,128,270,359,83,140,Wheat (Gehu)
0.5250412,-0.34189406,453,1,270,270,247,156,141,Wheat (Gehu)
0.1729809,-0.3017046,307,2,308,287,319,82,141,Wheat (Gehu)
0.18370354,-0.3006287,309,2,52,313,300,79,138,Wheat (Gehu)
0.21322924,-0.34730113,453,2,90,314,246,136,140,Wheat (Gehu)
0.29240376,-0.20258273,225,1,90,304,310,89,141,Wheat (Gehu)
0.5207861,-0.38382804,66,1,180,116,682,466,135,Wheat (Gehu)
0.24917382,-0.30121478,311,2,52,313,314,76,138,Wheat (Gehu)
0.6782396,-0.5488792,87,2,90,100,720,543,134,Wheat (Gehu)
0.31277534,-0.21044046,515,2,33,259,344,186,142,Wheat (Gehu)
0.2600036,-0.34263307,382,3,232,304,334,83,141,Wheat (Gehu)
0.15988724,-0.39398897,317,2,180,287,325,81,140,Wheat (Gehu)
0.67101306,-0.49111858,58,1,0,67,750,409,139,Wheat (Gehu)
0.3443396,-0.3495226,330,3,249,283,319,82,140,Wheat (Gehu)
0.802978,-0.5286041,66,2,321,90,792,554,129,Wheat (Gehu)
0.4382602,-0.33355585,377,4,75,269,363,76,141,Wheat (Gehu)
0.43032512,-0.3723241,378,2,147,328,330,90,141,Wheat (Gehu)
0.15268667,-0.2987033,444,3,232,272,260,166,141,Wheat (Gehu)
